표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7182690008,182690,테라셈,테라셈,"TerraSem Co., Ltd.",2014.10.30,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,21163148
KR7066700006,66700,테라젠이텍스,테라젠이텍스,"THERAGEN ETEX CO.,LTD.",2004.5.27,KOSDAQ,주권,우량기업부,보통주,500,32474435
KR7095610002,95610,테스,테스,"TES CO., LTD.",2008.5.20,KOSDAQ,주권,우량기업부,보통주,500,19768226
KR7131970006,131970,테스나,테스나,TESNA Inc.,2013.10.22,KOSDAQ,주권,우량기업부,보통주,500,14759577
KR7055490007,55490,테이팩스보통주,테이팩스,TAPEX,2017.10.31,KOSPI,주권,,보통주,500,4717650
KR7308700004,308700,테크엔,테크엔,TECHEN,2018.12.21,KONEX,주권,일반기업부,보통주,100,4000000
KR7089030001,89030,테크윙,테크윙,"Techwing, Inc.",2011.11.10,KOSDAQ,주권,우량기업부,보통주,500,19388368
KR7258050004,258050,테크트랜스,테크트랜스,Tech Trans,2018.7.13,KONEX,주권,일반기업부,보통주,100,7410091
KR7054450002,54450,텔레칩스,텔레칩스,Telechips Inc.,2004.12.10,KOSDAQ,주권,벤처기업부,보통주,500,13505911
KR7091440008,91440,텔레필드,텔레필드,"Telefield, Inc.",2008.2.1,KOSDAQ,주권,벤처기업부,보통주,500,9175875
KR7078000007,78000,텔코웨어 보통주,텔코웨어,TELCOWARE,2004.7.20,KOSPI,주권,,보통주,500,9702706
KR7200230001,200230,텔콘알에프제약,텔콘RF제약,TELCON RF PHARMACEUTICAL. Inc.,2014.11.24,KOSDAQ,주권,중견기업부,보통주,100,87509012
KR7214420002,214420,토니모리보통주,토니모리,"TONYMOLY Co., Ltd.",2015.7.10,KOSPI,주권,,보통주,200,18383721
KR7393210000,393210,토마토시스템,토마토시스템,TOMATOSYSTEM,2021.10.14,KONEX,주권,일반기업부,보통주,500,3833470
KR7215480005,215480,토박스코리아,토박스코리아,"TOEBOX KOREA, Ltd.",2015.5.13,KOSDAQ,주권,중견기업부,보통주,100,48074789
KR7051360006,51360,토비스,토비스,"TOVIS Co., LTD",2004.11.19,KOSDAQ,주권,우량기업부,보통주,500,16717058
KR7045340007,45340,토탈소프트뱅크,토탈소프트,TOTAL SOFT BANK LTD.,2002.7.19,KOSDAQ,주권,벤처기업부,보통주,500,8558040
KR7108230004,108230,톱텍,톱텍,"TOPTEC COMPANY,LIMITED",2009.9.15,KOSDAQ,주권,우량기업부,보통주,500,38023245
KR7079970000,79970,투비소프트,투비소프트,"TOBESOFT Co.,Ltd.",2010.6.1,KOSDAQ,주권,벤처기업부,보통주,500,37515132
KR7199800004,199800,툴젠,툴젠,ToolGen Incorporated,2014.6.25,KONEX,주권,일반기업부,보통주,500,6816713
KR7105550008,105550,트루윈,트루윈,Truwin Company Limited,2014.7.11,KOSDAQ,주권,벤처기업부,보통주,500,19814570
KR7026150003,26150,특수건설,특수건설,TuksuConstruction,1997.8.6,KOSDAQ,주권,중견기업부,보통주,500,17125726
KR7322180001,322180,티라유텍,티라유텍,"THiRA-UTECH CO., LTD.",2019.10.31,KOSDAQ,주권,벤처기업부,보통주,100,5466250
KR7117730002,117730,티로보틱스,티로보틱스,"T-Robotics co., Ltd.",2018.11.29,KOSDAQ,주권,벤처기업부,보통주,500,14117333
KR7033830001,33830,티비씨,티비씨,TAEGU BROADCASTING CORPORATION,2010.11.29,KOSDAQ,주권,중견기업부,보통주,500,100000000
KR7057680001,57680,티사이언티픽,티사이언티픽,"T Scientific Co.,Ltd",2002.6.18,KOSDAQ,주권,벤처기업부,보통주,500,47004217
KR7064760002,64760,티씨케이,티씨케이,"TOKAI CARBON KOREA CO., LTD",2003.8.18,KOSDAQ,주권,우량기업부,보통주,500,11675000
KR7246710008,246710,티앤알바이오팹,티앤알바이오팹,"T&R Biofab Co., Ltd",2018.11.28,KOSDAQ,주권,기술성장기업부,보통주,500,10335470
KR7340570001,340570,티앤엘,티앤엘,"T&L Co., LTD.",2020.11.20,KOSDAQ,주권,벤처기업부,보통주,500,8128000
KR7277880001,277880,티에스아이,티에스아이,"TSI Co., Ltd.",2020.7.22,KOSDAQ,주권,기술성장기업부,보통주,500,18534230
KR7131290009,131290,티에스이,티에스이,"TSE CO.,Ltd",2011.1.5,KOSDAQ,주권,우량기업부,보통주,500,11061429
KR7246690002,246690,티에스인베스트먼트,TS인베스트먼트,T.S.Investment Corporation,2016.12.15,KOSDAQ,주권,중견기업부,보통주,500,39125879
KR7317240000,317240,티에스트릴리온,TS트릴리온,"TS Trillion Co., Ltd.",2019.4.29,KOSDAQ,주권,벤처기업부,보통주,100,91084053
KR7019180009,19180,티에이치엔보통주,티에이치엔,THN CORPORATION,1996.7.31,KOSPI,주권,,보통주,500,18000000
KR7356860007,356860,티엘비,티엘비,"TLB Co., Ltd.",2020.12.14,KOSDAQ,주권,중견기업부,보통주,500,4916315
KR7062860002,62860,티엘아이,티엘아이,TLI Inc.,2006.7.25,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,9872720
KR7002900009,2900,티와이엠보통주,TYM,TYM CORPORATION,1973.6.26,KOSPI,주권,,보통주,500,149844591
KR736328K013,36328K,티와이홀딩스1우선주,티와이홀딩스우,TY HOLDINGS(1P),2020.9.22,KOSPI,주권,,종류주권,500,1255338
KR7363280009,363280,티와이홀딩스보통주,티와이홀딩스,TY HOLDINGS,2020.9.22,KOSPI,주권,,보통주,500,40171615
KR7321550006,321550,티움바이오,티움바이오,"TiumBio Co., Ltd.",2019.11.22,KOSDAQ,주권,기술성장기업부,보통주,500,23821926
KR7091810002,91810,티웨이항공보통주,티웨이항공,TWAYAIR,2018.8.1,KOSPI,주권,,보통주,500,110330279
KR7004870002,4870,티웨이홀딩스보통주,티웨이홀딩스,T'way Holdings,1977.6.30,KOSPI,주권,,보통주,500,77472167
KR7032540007,32540,티제이미디어,TJ미디어,"TJ MEDIA CO.,LTD",1997.4.16,KOSDAQ,주권,중견기업부,보통주,500,13931609
KR7104480009,104480,티케이케미칼,티케이케미칼,TK CHEMICAL CORPORATION,2011.4.26,KOSDAQ,주권,우량기업부,보통주,500,90895434
KR7309900009,309900,티티씨디펜스,티티씨디펜스,TTC DEFENCE,2019.6.27,KONEX,주권,일반기업부,보통주,500,10000000
KR7081150005,81150,티플랙스,티플랙스,"Tplex Co., Ltd.",2009.4.23,KOSDAQ,주권,중견기업부,보통주,500,24268402
KR7130740004,130740,티피씨,티피씨글로벌,"TPC Co., Ltd.",2011.2.8,KOSDAQ,주권,중견기업부,보통주,500,11276679
KR7048770002,48770,티피씨메카트로닉스,TPC,TPC Mechatronics Corporation,2001.1.16,KOSDAQ,주권,중견기업부,보통주,500,14773572
KR7217880004,217880,틸론,틸론,TILON,2015.5.28,KONEX,주권,일반기업부,보통주,500,4430314
KR7084730001,84730,팅크웨어,팅크웨어,Thinkware Systems Corporation,2006.5.19,KOSDAQ,주권,우량기업부,보통주,500,10425682
KR7046210001,46210,파나진,파나진,PANAGENE Inc.,2000.8.16,KOSDAQ,주권,벤처기업부,보통주,500,32136660
KR7034230003,34230,파라다이스,파라다이스,Paradise Company Limited,2002.11.5,KOSDAQ,주권,중견기업부,보통주,500,90942672
KR7033540006,33540,파라텍,파라텍,Paratech Company Limited,1997.12.26,KOSDAQ,주권,중견기업부,보통주,200,50135131
KR7043200005,43200,파루,파루,"PARU CO., LTD.",2000.7.19,KOSDAQ,주권,관리종목(소속부없음),보통주,500,41804315
KR7214450009,214450,파마리서치,파마리서치,PharmaResearch,2015.7.24,KOSDAQ,주권,우량기업부,보통주,500,10111930
KR7217950005,217950,파마리서치바이오,파마리서치바이오,PHARMA RESEARCH BIO,2015.11.5,KONEX,주권,일반기업부,보통주,500,4049391
KR7208340000,208340,파멥신,파멥신,PharmAbcine Inc.,2018.11.21,KOSDAQ,주권,기술성장기업부,보통주,500,25678786
KR7005690003,5690,파미셀보통주,파미셀,Pharmicell,1988.5.20,KOSPI,주권,,보통주,500,59958950
KR7177830007,177830,파버나인,파버나인,"PAVONINE CO., LTD.",2014.8.4,KOSDAQ,주권,벤처기업부,보통주,500,14198704
KR7037070000,37070,파세코,파세코,PASECO CO.LTD,2000.1.4,KOSDAQ,주권,우량기업부,보통주,500,14000000
KR7150900009,150900,파수,파수,"FASOO Co.,Ltd.",2013.10.18,KOSDAQ,주권,벤처기업부,보통주,500,11153093
KR7037030004,37030,파워넷,파워넷,POWERNET TECHNOLOGIES CORPORATION,2018.6.7,KOSDAQ,주권,우량기업부,보통주,1000,17293443
KR7047310008,47310,파워로직스,파워로직스,POWER LOGICS,2003.7.25,KOSDAQ,주권,우량기업부,보통주,500,34420982
KR7266870005,266870,파워풀엑스,파워풀엑스,Power Fulx,2017.4.24,KONEX,주권,일반기업부,보통주,500,6408680
KR7170790000,170790,파이오링크,파이오링크,"Piolink, Inc.",2013.8.1,KOSDAQ,주권,벤처기업부,보통주,500,6856330
KR7049120009,49120,파인디앤씨,파인디앤씨,"FINE DNC CO.,LTD.",2001.7.26,KOSDAQ,주권,중견기업부,보통주,500,28065269
KR7038950002,38950,파인디지털,파인디지털,FINEDIGITAL Inc.,2000.5.4,KOSDAQ,주권,벤처기업부,보통주,500,10210765
KR7106240005,106240,파인테크닉스,파인테크닉스,"FINE TECHNIX CO., LTD",2009.3.16,KOSDAQ,주권,벤처기업부,보통주,500,45192369
KR7131760001,131760,파인텍,파인텍,"FINETEK CO., LTD.",2015.8.17,KOSDAQ,주권,중견기업부,보통주,500,42926793
KR7065690000,65690,파커스,파커스,"PAKERS CO., Ltd.",2002.7.16,KOSDAQ,주권,중견기업부,보통주,500,14049331
KR7140860008,140860,파크시스템스,파크시스템스,Park Systems Corp.,2015.12.17,KOSDAQ,주권,기술성장기업부,보통주,500,6688055
KR7091700005,91700,파트론,파트론,"PARTRON CO., LTD",2006.12.13,KOSDAQ,주권,우량기업부,보통주,500,54156410
KR7202960001,202960,판도라티비,판도라티비,"PANDORA TV CO.,LTD.",2014.8.11,KONEX,주권,일반기업부,보통주,500,11915582
KR7032800005,32800,판타지오,판타지오,Fantagio Corp.,1997.6.26,KOSDAQ,주권,중견기업부,보통주,100,646808660
KR7318010006,318010,팜스빌,팜스빌,"Pharmsville Co., Ltd.",2019.10.22,KOSDAQ,주권,벤처기업부,보통주,500,7929338
KR7036580009,36580,팜스코보통주,팜스코,FARMSCO,1999.10.25,KOSPI,주권,,보통주,500,36727943
KR7027710003,27710,팜스토리,팜스토리,"FarmStory CO.,LTD.",1996.7.6,KOSDAQ,주권,우량기업부,보통주,500,111416600
KR7004720009,4720,팜젠사이언스보통주,팜젠사이언스,PharmGen Science,1990.6.15,KOSPI,주권,,보통주,500,14712933
KR7225590009,225590,패션플랫폼,패션플랫폼,"Fashion Platform Co.,Ltd.",2015.10.5,KOSDAQ,주권,중견기업부,보통주,100,26636713
KR7054300009,54300,팬스타엔터프라이즈,팬스타엔터프라이즈,"Panstar Enterprise Co., Ltd.",2002.1.10,KOSDAQ,주권,벤처기업부,보통주,500,57346250
KR7068050004,68050,팬엔터테인먼트,팬엔터테인먼트,"PAN ENTERTAINMENT CO., LTD.",2006.7.7,KOSDAQ,주권,벤처기업부,보통주,500,27247982
KR7028670008,28670,팬오션보통주,팬오션,PanOcean,2007.9.21,KOSPI,주권,,보통주,1000,534569512
KR7222110009,222110,팬젠,팬젠,Pangen Biotech Inc.,2016.3.11,KOSDAQ,주권,기술성장기업부,보통주,500,10669530
KR7010820009,10820,퍼스텍보통주,퍼스텍,FIRSTEC,1989.5.10,KOSPI,주권,,보통주,500,48061460
KR7016800005,16800,퍼시스보통주,퍼시스,Fursys,1996.12.24,KOSPI,주권,,보통주,1000,11500000
KR7263750002,263750,펄어비스,펄어비스,PearlAbyss Corp.,2017.9.14,KOSDAQ,주권,우량기업부,보통주,100,66221500
KR7251970000,251970,펌텍코리아,펌텍코리아,"PUM-TECH KOREA CO., LTD.",2019.7.4,KOSDAQ,주권,우량기업부,보통주,500,12400000
KR7001020007,1020,페이퍼코리아보통주,페이퍼코리아,PaperCorea Inc.,1976.6.26,KOSPI,주권,,보통주,500,40900159
KR7327610002,327610,펨토바이오메드,펨토바이오메드,Femtobiomed,2019.7.10,KONEX,주권,일반기업부,보통주,500,8387122
KR7087010005,87010,펩트론,펩트론,"Peptron, Inc.",2015.7.22,KOSDAQ,주권,기술성장기업부,보통주,500,20626853
KR7090080003,90080,평화산업 주식회사 보통주,평화산업,"Pyung Hwa Industrial Co., Ltd.",2006.6.2,KOSPI,주권,,보통주,500,54902259
KR7010770006,10770,평화홀딩스보통주,평화홀딩스,Pyung Hwa Holdings,1986.3.31,KOSPI,주권,,보통주,500,14625466
KR7119500007,119500,포메탈,포메탈,"FORMETAL CO., LTD",2010.9.17,KOSDAQ,주권,중견기업부,보통주,500,11847232
KR7058430000,58430,포스코강판보통주,포스코강판,POSCO COATED & COLOR STEEL,2002.8.16,KOSPI,주권,,보통주,5000,6000000
KR7005490008,5490,포스코보통주,POSCO,POSCO,1988.6.10,KOSPI,주권,,보통주,5000,87186835
KR7022100002,22100,포스코아이씨티,포스코 ICT,POSCO ICT COMPANY LTD.,2000.11.28,KOSDAQ,주권,우량기업부,보통주,500,152034729
KR7047050000,47050,포스코인터내셔널보통주,포스코인터내셔널,POSCO INTERNATIONAL,2001.3.23,KOSPI,주권,,보통주,5000,123375149
KR7003670007,3670,포스코케미칼보통주,포스코케미칼,POSCO CHEMICAL,2019.5.29,KOSPI,주권,,보통주,500,77463220
KR7189690001,189690,포시에스,포시에스,"FORCS Co., Ltd.",2015.2.11,KOSDAQ,주권,벤처기업부,보통주,500,8673641
KR7318020005,318020,포인트모바일,포인트모바일,"POINT MOBILE Co., Ltd.",2020.12.3,KOSDAQ,주권,벤처기업부,보통주,100,12662272
KR7256630005,256630,포인트엔지니어링,포인트엔지니어링,"POINT ENGINEERING Co., Ltd.",2017.5.2,KOSDAQ,주권,우량기업부,보통주,100,57663572
KR7331380006,331380,포커스에이치엔에스,포커스에이치엔에스,FOCUS HNS,2019.10.2,KOSDAQ,주권,벤처기업부,보통주,100,18058582
KR7141020008,141020,포티스,포티스,"Fortis, Inc.",2013.1.29,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,174440126
KR7041020009,41020,폴라리스오피스,폴라리스오피스,Polaris Office,2005.10.28,KOSDAQ,주권,벤처기업부,보통주,500,40174180
KR7114630007,114630,폴라리스우노,폴라리스우노,UNO&COMPANY,2010.1.15,KOSDAQ,주권,중견기업부,보통주,500,13573965
KR7123010001,123010,폴라리스웍스,폴라리스웍스,POLARIS WORKS,2016.7.20,KOSDAQ,주권,기술성장기업부,보통주,100,57521855
KR7007630007,7630,폴루스바이오팜보통주,폴루스바이오팜,POLUS BioPharm Inc.,1988.10.24,KOSPI,주권,,보통주,500,45007695
KR7290720002,290720,푸드나무,푸드나무,"FOODNAMOO, INC.",2018.10.4,KOSDAQ,주권,우량기업부,보통주,500,6806034
KR7005670005,5670,푸드웰,푸드웰,FOODWELL CORPORATION,1993.12.7,KOSDAQ,주권,우량기업부,보통주,500,10000000
KR7094940004,94940,푸른기술,푸른기술,PULOON TECHNOLOGY INC.,2007.9.14,KOSDAQ,주권,벤처기업부,보통주,500,8361386
KR7007330004,7330,푸른상호저축은행,푸른저축은행,PureunMutualSavingsBank,1993.12.7,KOSDAQ,주권,우량기업부,보통주,1000,15082800
KR7017810003,17810,풀무원보통주,풀무원,PULMUONE,1995.10.5,KOSPI,주권,,보통주,500,38120542
KR7093380004,93380,풍강,풍강,"PUNGKANG CO.,LTD",2007.6.1,KOSDAQ,주권,중견기업부,보통주,500,9879313
KR7023900004,23900,풍국주정공업,풍국주정,PungkukAlcholnd,1994.11.23,KOSDAQ,주권,중견기업부,보통주,500,12600000
KR7103140000,103140,풍산 보통주,풍산,POONGSAN CORPORATION,2008.7.30,KOSPI,주권,,보통주,5000,28024278
KR7005810007,5810,풍산홀딩스보통주,풍산홀딩스,POONGSAN HOLDINGS,1988.7.28,KOSPI,주권,,보통주,5000,10409528
KR7220100002,220100,퓨쳐켐,퓨쳐켐,"FutureChem Co., Ltd.",2016.12.1,KOSDAQ,주권,기술성장기업부,보통주,500,13645971
KR7035200005,35200,프럼파스트,프럼파스트,"PLUMB FAST CO., LTD.",2002.1.15,KOSDAQ,주권,벤처기업부,보통주,500,9730590
KR7334970001,334970,프레스티지바이오로직스,프레스티지바이오로직스,"Prestige Biologics Co., Ltd.",2021.3.11,KOSDAQ,주권,기술성장기업부,보통주,500,47206389
KR8702070002,950210,프레스티지바이오파마KDR,프레스티지바이오파마,PRESTIGE BIOPHARMA LIMITED KDR,2021.2.5,KOSPI,주식예탁증권,,보통주,무액면,60096155
KR7203690003,203690,프로스테믹스,프로스테믹스,PROSTEMICS CO.LTD.,2014.9.30,KOSDAQ,주권,벤처기업부,보통주,100,45756948
KR7321260002,321260,프로이천,프로이천,PRO2000,2019.5.31,KOSDAQ,주권,벤처기업부,보통주,100,26932084
KR7303360002,303360,프로테옴텍,프로테옴텍,PROTEOMETECH,2018.12.19,KONEX,주권,일반기업부,보통주,500,11176715
KR7053610002,53610,프로텍,프로텍,"PROTEC Co., Ltd.",2001.8.17,KOSDAQ,주권,우량기업부,보통주,500,11000000
KR7377220009,377220,프롬바이오,프롬바이오,"From Bio Co., Ltd.",2021.9.28,KOSDAQ,주권,기술성장기업부,보통주,100,14155000
KR7335810008,335810,프리시젼바이오,프리시젼바이오,Precision Biosensor Inc.,2020.12.22,KOSDAQ,주권,기술성장기업부,보통주,500,11337060
KR7053160008,53160,프리엠스,프리엠스,FreeMs Corporation,2001.10.30,KOSDAQ,주권,중견기업부,보통주,500,6000000
KR7367000007,367000,플래티어,플래티어,"Plateer Co., Ltd.",2021.8.12,KOSDAQ,주권,중견기업부,보통주,500,8269707
KR7075130005,75130,플랜티넷,플랜티넷,"PLANTYNET Co., Ltd.",2005.6.10,KOSDAQ,주권,벤처기업부,보통주,500,8960000
KR7222670002,222670,플럼라인생명과학,플럼라인생명과학,Plumbline Life Sciences,2015.7.28,KONEX,주권,일반기업부,보통주,500,2872050
KR7237820006,237820,플레이디,플레이디,"PlayD Co., Ltd.",2020.3.12,KOSDAQ,주권,중견기업부,보통주,500,12827140
KR7023770001,23770,플레이위드,플레이위드,PLAYWITH Inc.,1994.11.7,KOSDAQ,주권,벤처기업부,보통주,500,8703529
KR7300080009,300080,플리토,플리토,FLITTO Inc.,2019.7.17,KOSDAQ,주권,기술성장기업부,보통주,500,5209811
KR7150440006,150440,피노텍,피노텍,Finotek,2014.12.5,KONEX,주권,일반기업부,보통주,500,9565412
KR7032580003,32580,피델릭스,피델릭스,"Fidelix Co., Ltd.",1997.4.22,KOSDAQ,주권,벤처기업부,보통주,500,33132064
KR7051380004,51380,피씨디렉트,피씨디렉트,"PC Direct, Inc.",2002.2.15,KOSDAQ,주권,중견기업부,보통주,500,7668536
KR7241820000,241820,피씨엘,피씨엘,PCL. Inc,2017.2.23,KOSDAQ,주권,기술성장기업부,보통주,500,10089397
KR7178920005,178920,피아이첨단소재보통주,PI첨단소재,"PI Advanced Materials Co., Ltd.",2021.8.9,KOSPI,주권,,보통주,500,29366322
KR7237750005,237750,피앤씨테크,피앤씨테크,"PNC Technologies Co., Ltd.",2016.7.4,KOSDAQ,주권,중견기업부,보통주,500,6496600
KR7024850000,24850,피에스엠씨,피에스엠씨,"PSMC Co., Ltd",2001.1.18,KOSDAQ,주권,중견기업부,보통주,500,40573626
KR7319660007,319660,피에스케이,피에스케이,PSK INC.,2019.5.10,KOSDAQ,주권,중견기업부,보통주,500,14765020
KR7031980006,31980,피에스케이홀딩스,피에스케이홀딩스,PSK HOLDINGS INC.,1997.1.7,KOSDAQ,주권,중견기업부,보통주,500,21562395
